UniqueID,HIT_ID,String,String1,String2,nCorrect_over_nAnswered
1038,103,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1039,103,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1040,104,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
1041,104,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.8
1042,104,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
1043,104,tuv\w',tuv\w,tuv\w,1
1044,104,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1045,104,[\D]',[\D],[\D],0.8
1046,104,no[w-z]5',no[w-z]5,no[w-z]5,1
1047,104,\.+',\.+,\.+,1
1048,104,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.5
1049,104,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,0.8
1050,105,tuv\w',tuv\w,tuv\w,1
1051,105,([\072\073])',([\072\073]),([\072\073]),NA
1052,105,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,NA
1053,105,(deedo(do)?)',(deedo(do)?),(deedo(do)?),1
1054,105,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
1055,105,[^0-9]',[^0-9],[^0-9],1
1056,105,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.8
1057,105,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
1058,105,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1059,105,\.+',\.+,\.+,1
1060,106,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.6
1061,106,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",0.5
1062,106,t[:;]+p',t[:;]+p,t[:;]+p,1
1063,106,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1064,106,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],0.6
1065,106,\..*',\..*,\..*,0.8
1066,106,no[w-z]5',no[w-z]5,no[w-z]5,0.8
1067,106,([}{])',([}{]),([}{]),0.4
1068,106,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.2
1069,106,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.6
1070,107,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1071,107,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),0.75
1072,107,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.4
1073,107,([:;])',([:;]),([:;]),0
1074,107,R+',R+,R+,0.6666666667
1075,107,1q\w\w',1q\w\w,1q\w\w,0.8
1076,107,[\s]',[\s],[\s],1
1077,107,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1078,107,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.4
1079,107,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
1080,108,[\W_]',[\W_],[\W_],0
1081,108,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.6
1082,108,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),0.8
1083,108,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1084,108,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1085,108,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
1086,108,za+',za+,za+,1
1087,108,1q\w\w',1q\w\w,1q\w\w,1
1088,108,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.6
1089,108,(:|;)',(:|;),(:|;),1
1090,109,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],0.8
1091,109,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.6
1092,109,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),0.8
1093,109,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.5
1094,109,[^0-9]',[^0-9],[^0-9],0
1095,109,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
1096,109,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.3333333333
1097,109,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.4
1098,109,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1099,109,\.+',\.+,\.+,0.5
1100,110,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.6
1101,110,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.6
1102,110,[\s]',[\s],[\s],0.6
1103,110,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.6
1104,110,([:;])',([:;]),([:;]),0.4
1105,110,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1106,110,\..*',\..*,\..*,0.8
1107,110,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1108,110,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.6
1109,110,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1110,111,tuv\w',tuv\w,tuv\w,0.5
1111,111,([\072\073])',([\072\073]),([\072\073]),1
1112,111,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1113,111,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.6
1114,111,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1115,111,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1116,111,[^0-9]',[^0-9],[^0-9],0
1117,111,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.4
1118,111,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.6
1119,111,\..*',\..*,\..*,1
1120,112,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.6
1121,112,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.4
1122,112,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.6
1123,112,tri[a-f]3',tri[a-f]3,tri[a-f]3,0.8
1124,112,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0.4
1125,112,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.5
1126,112,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.8
1127,112,zaa*',zaa*,zaa*,1
1128,112,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.6
1129,112,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1130,113,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.6
1131,113,[\W_]',[\W_],[\W_],0.8
1132,113,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,0.8
1133,113,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.6
1134,113,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
1135,113,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1136,113,([\072\073])',([\072\073]),([\072\073]),NA
1137,113,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.6
1138,113,R+',R+,R+,0.4
1139,113,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,0.6
1140,114,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.6
1141,114,[^0-9]',[^0-9],[^0-9],0
1142,114,R+',R+,R+,1
1143,114,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.8
1144,114,([:;])',([:;]),([:;]),1
1145,114,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.8
1146,114,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.4
1147,114,&(\w+);',&(\w+);,&(\w+);,0.8
1148,114,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.2
1149,114,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},0.6
1150,115,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1151,115,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1152,115,[^0-9]',[^0-9],[^0-9],1
1153,115,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),0.8
1154,115,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1155,115,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
1156,115,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1157,115,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.8
1158,115,([}{])',([}{]),([}{]),1
1159,115,RR*',RR*,RR*,1
1160,116,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1161,116,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1162,116,&(\w+);',&(\w+);,&(\w+);,1
1163,116,([\072\073])',([\072\073]),([\072\073]),1
1164,116,[\s]',[\s],[\s],1
1165,116,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1166,116,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
1167,116,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
1168,116,RR*',RR*,RR*,1
1169,116,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
1170,117,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],1
1171,117,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
1172,117,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1173,117,([\0175\0173])',([\0175\0173]),([\0175\0173]),1
1174,117,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
1175,117,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],0.8
1176,117,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1177,117,za+',za+,za+,0.8
1178,117,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1179,117,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1180,118,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
1181,118,za+',za+,za+,1
1182,118,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],NA
1183,118,(\{|\})',(\{|\}),(\{|\}),0.8
1184,118,&(\w+);',&(\w+);,&(\w+);,1
1185,118,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1186,118,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
1187,118,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},0.4
1188,118,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.8
1189,118,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
1190,119,([}{])',([}{]),([}{]),1
1191,119,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,1
1192,119,RR*',RR*,RR*,1
1193,119,t[:;]+p',t[:;]+p,t[:;]+p,1
1194,119,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),1
1195,119,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,1
1196,119,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
1197,119,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],0.8
1198,119,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1199,119,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1200,120,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),0.8
1201,120,[\D]',[\D],[\D],1
1202,120,R+',R+,R+,1
1203,120,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1204,120,tuv\w',tuv\w,tuv\w,1
1205,120,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1206,120,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.6
1207,120,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
1208,120,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.6
1209,120,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1210,121,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1211,121,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1212,121,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.4
1213,121,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),0.8
1214,121,no[w-z]5',no[w-z]5,no[w-z]5,0.8
1215,121,([\072\073])',([\072\073]),([\072\073]),0.4
1216,121,[\s]',[\s],[\s],0.8
1217,121,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.8
1218,121,RR*',RR*,RR*,1
1219,121,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1220,122,[\D]',[\D],[\D],0.4
1221,122,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1222,122,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1223,122,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.8
1224,122,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.6
1225,122,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1226,122,([}{])',([}{]),([}{]),0.4
1227,122,RR*',RR*,RR*,0.4
1228,122,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.8
1229,122,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",0.6
1230,123,\..*',\..*,\..*,0.8
1231,123,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
1232,123,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.6
1233,123,([}{])',([}{]),([}{]),0.4
1234,123,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1235,123,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.6
1236,123,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.6
1237,123,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
1238,123,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],0.8
1239,123,[\D]',[\D],[\D],0
1240,124,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.8
1241,124,tuv\w',tuv\w,tuv\w,1
1242,124,[\s]',[\s],[\s],1
1243,124,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),1
1244,124,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1245,124,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1246,124,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1247,124,([\072\073])',([\072\073]),([\072\073]),1
1248,124,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1249,124,RR*',RR*,RR*,1
1250,125,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.8
1251,125,\..*',\..*,\..*,0.6
1252,125,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.3333333333
1253,125,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.8
1254,125,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
1255,125,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.6
1256,125,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",0.4
1257,125,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.6
1258,125,[\D]',[\D],[\D],0
1259,125,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.75
1260,126,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
1261,126,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
1262,126,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
1263,126,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1264,126,t[:;]+p',t[:;]+p,t[:;]+p,0.8
1265,126,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
1266,126,[\W_]',[\W_],[\W_],1
1267,126,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1268,126,zaa*',zaa*,zaa*,1
1269,126,&(\w+);',&(\w+);,&(\w+);,0.8
1270,127,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1271,127,R+',R+,R+,1
1272,127,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
1273,127,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1274,127,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.8
1275,127,1q\w\w',1q\w\w,1q\w\w,1
1276,127,(\{|\})',(\{|\}),(\{|\}),1
1277,127,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1278,127,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",0.8
1279,127,[\D]',[\D],[\D],1
1280,128,[\s]',[\s],[\s],0.8
1281,128,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,1
1282,128,R+',R+,R+,1
1283,128,t[:;]+p',t[:;]+p,t[:;]+p,0.8
1284,128,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
1285,128,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1286,128,1q\w\w',1q\w\w,1q\w\w,1
1287,128,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],0.6
1288,128,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,0.8
1289,128,([:;])',([:;]),([:;]),1
1290,129,t[:;]+p',t[:;]+p,t[:;]+p,1
1291,129,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1292,129,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],1
1293,129,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1294,129,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
1295,129,([:;])',([:;]),([:;]),1
1296,129,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1297,129,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1298,129,zaa*',zaa*,zaa*,1
1299,129,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1300,130,no[w-z]5',no[w-z]5,no[w-z]5,1
1301,130,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1302,130,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1303,130,(\{|\})',(\{|\}),(\{|\}),1
1304,130,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1305,130,[\s]',[\s],[\s],1
1306,130,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1307,130,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1308,130,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
1309,130,za+',za+,za+,1
1310,131,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1311,131,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,0.3333333333
1312,131,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],0.8
1313,131,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1314,131,za+',za+,za+,0.6
1315,131,no[w-z]5',no[w-z]5,no[w-z]5,0.8
1316,131,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.6
1317,131,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,0.8
1318,131,(:|;)',(:|;),(:|;),1
1319,131,[\W_]',[\W_],[\W_],0.4
1320,132,([}{])',([}{]),([}{]),0.4
1321,132,\.+',\.+,\.+,1
1322,132,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1323,132,[\D]',[\D],[\D],0.8
1324,132,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,1
1325,132,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
1326,132,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1327,132,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1328,132,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],1
1329,132,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
1330,133,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.8
1331,133,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],0.6
1332,133,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.6
1333,133,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1334,133,\..*',\..*,\..*,0.8
1335,133,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1336,133,&(\w+);',&(\w+);,&(\w+);,0.75
1337,133,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
1338,133,(\{|\})',(\{|\}),(\{|\}),0.4
1339,133,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
1340,134,\..*',\..*,\..*,0.8
1341,134,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1342,134,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,1
1343,134,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1344,134,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
1345,134,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
1346,134,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
1347,134,(:|;)',(:|;),(:|;),1
1348,134,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1349,134,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1350,135,([:;])',([:;]),([:;]),0.2
1351,135,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.6
1352,135,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.6
1353,135,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,0.4
1354,135,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",0.4
1355,135,R+',R+,R+,1
1356,135,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.8
1357,135,[\s]',[\s],[\s],0.8
1358,135,&(\w+);',&(\w+);,&(\w+);,0.6
1359,135,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.6
1360,136,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1361,136,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],0.8
1362,136,tuv\w',tuv\w,tuv\w,0.5
1363,136,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",0.6
1364,136,zaa*',zaa*,zaa*,0.6
1365,136,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},0.8
1366,136,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.6
1367,136,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.4
1368,136,([:;])',([:;]),([:;]),0.4
1369,136,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.8
1370,137,1q\w\w',1q\w\w,1q\w\w,0.4
1371,137,no[w-z]5',no[w-z]5,no[w-z]5,1
1372,137,([\072\073])',([\072\073]),([\072\073]),0.4
1373,137,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1374,137,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
